4.006529410471185715e-01,4.844249744588694284e+00,-1.311332033199590796e+00
3.633502896632975210e-01,-2.630544949791158160e+00,-2.967003297908377135e-02
2.991909690853693515e-01,1.310715014166302694e+01,1.174531086951083125e+01
4.606910479218810361e-01,-8.876277959826722963e+00,-2.322626614458187078e+00
3.365540092870091260e-01,1.050520954394460205e+01,-4.163178166912871347e+00
4.258944932673141559e-01,1.961635047344884697e+01,-1.358318829554093554e+00
3.550023309910766978e-01,2.385855649994937266e+00,5.390464772793279735e-02
4.000998546441371650e-01,-2.768626906710977664e+00,-3.007059494477175576e-01
3.396329805385577272e-01,8.064882098154555479e-01,-6.902058303479918777e-01
3.662856057249450070e-01,9.153885086149301742e+00,-7.813094266169855473e-01
4.874053384498099883e-01,1.170209862276698232e+01,-3.531319115272907538e+00
3.423378107448910024e-01,1.278310072781096096e+00,-4.118459232448088869e+00
3.376978873387485591e-01,5.763203619503997288e+00,3.396319304063069922e+00
4.360208754332595693e-01,-5.328778317300418621e+00,-1.077494918541546554e+00
3.613284267916160863e-01,3.918941089430688862e+00,-1.125888745650343026e-01
3.524102832596368584e-01,4.436719875282449266e+00,2.855211021827244622e+00
3.944716978783447958e-01,5.683764171088114381e+00,-4.212170387892470558e+00
3.968322014261211894e-01,1.884114902774086886e+01,-1.595908185543592595e+00
4.287441261485522292e-01,1.567057873803008761e+00,2.952886261756759723e-01
5.286985941043945703e-01,-6.453872683875147231e+00,-3.573663930396804744e+00
3.739101673203644727e-01,2.057764493433649022e+01,-3.251859569989576926e+00
4.269469078032190335e-01,1.713995150482395502e+01,-1.794433089197667641e+00
3.528347523959819987e-01,1.770454011859328602e+00,-2.352562616101693038e+00
3.232294066092524232e-01,9.456222518408424094e+00,-2.411314106570614513e-01
5.050810728724181020e-01,-5.140643341448537740e+00,1.175328897889514224e+00
3.802393873527574186e-01,3.081064931729912360e+01,2.028304533589562197e-01
2.888164853628072959e-01,4.615451059168469783e+01,3.402642724534246099e-01
3.213176519654622476e-01,7.409875812016849750e+00,2.753294692572495705e+00
3.639249183853181524e-01,6.829282445850651584e+00,-4.737849205084074811e-01
4.490808680938879194e-01,1.394748495411749900e+01,-4.834852410824339586e-01
4.505875827663715083e-01,9.054731203331755296e+00,-3.884512848825963260e+00
3.710670739921317907e-01,-5.853896935087163911e-01,-2.457723436789933658e+00
4.892807961429757602e-01,-7.564752536006011496e+00,-2.220670597359656995e+00
3.656206234828063284e-01,2.914380818312832844e+01,-3.423102018002566638e+00
3.886998951471872243e-01,1.957095592944824602e+01,-8.301914021025709189e-01
4.029135783188273479e-01,1.787161205297223887e+00,-4.358816983160267000e+00
4.917045382393337438e-01,1.707791431146785044e+01,1.098013523875778219e-01
4.077767845438747263e-01,3.781124985652297710e-01,-4.419370569186909847e+00
3.324925653876907861e-01,4.074102349986236504e+01,-1.083559937663011397e+00
3.079765648173175552e-01,1.026542080888344799e+01,6.739679004015016517e+00
3.456707546608187576e-01,3.069318275278931196e+00,-3.806130636116137111e+00
3.505573724561887317e-01,8.043046043059348449e+00,3.730877797862547141e+00
2.920825805509760786e-01,2.881693017396025880e+01,3.814196869472965545e+00
4.830893968620787460e-01,-3.034101269383540966e+00,1.153395982602575032e+00
3.441288143660719001e-01,2.266491849207670839e+01,-7.008928664369022954e-01
3.392673568464200651e-01,2.059996161335061515e+01,-4.546448500753044186e+00
3.537300174742306069e-01,2.360378321930966194e+00,-2.690409216413769400e+00
2.982337056699176925e-01,4.093202114830040728e+01,1.174159670173733616e+01
3.539460943588039754e-01,2.444239026357973898e+01,-2.641419900340821414e+00
3.596498176663966428e-01,3.612590174286168576e+00,-2.656917046178620012e+00
4.575610621057769056e-01,4.338174053698060106e+01,-1.775611988511570871e+00
4.657654759144232437e-01,3.543184700582952473e+01,-2.365687034518657583e+00
3.486952519788124039e-01,4.103016327584100509e+00,8.827760935145079202e-02
3.834755416246978243e-01,1.859742612673557005e+00,-5.674962990324644352e+00
3.350134216946104027e-01,9.958295922823452884e+00,4.487409969848528135e+00
4.599734982155603280e-01,-3.877809015696641382e+00,-4.077928897645719530e+00
3.561475081482844418e-01,3.475543156764047126e+00,-2.452419880247219908e+00
5.078804417525647485e-01,-4.861541338428878589e+00,8.512682818592764988e-01
3.960521660451651882e-01,-3.754472881707897614e+00,6.273661404033106237e-01
4.614020429843359583e-01,-5.863617388635304906e+00,-3.454768408574608429e+00
3.894911861929053476e-01,1.827616807176792690e+01,-1.434789811889402245e+00
3.623661637079202968e-01,-2.027650709160894849e+00,-2.085010918802467472e+00
3.666566286201823344e-01,4.305791373142540124e-01,-1.111703624357005538e+00
4.218559285993628283e-01,-5.784083975097132679e+00,-2.252685828832596826e-01
4.236213920530726984e-01,4.320888314977514710e+01,-5.119458142367221853e+00
4.309583307352314874e-01,-3.896545002443730255e+00,-5.305848679840480031e+00
4.306063564274216771e-01,3.843471766936130507e+01,-1.641388768831504308e+00
2.851246464347477194e-01,1.365663336070937817e+01,1.084341262866982447e+01
4.115178607834608093e-01,2.909828292786937709e+01,-1.268875832834353901e+00
3.836035783133585619e-01,8.141389040662829757e-01,-4.526682815067800902e+00
4.494478850159618344e-01,-5.275468140279087947e+00,-3.147650628739356193e+00
3.029077440730852389e-01,1.388477143081888698e+01,1.400215039198207023e+01
3.474348451736229415e-01,4.036496640436325833e+01,-2.599205831143308387e+00
4.407660467779841995e-01,2.722726546715051654e+01,-5.057311489010999139e+00
4.345481984696341060e-01,-7.381444054497080742e+00,-2.880646162240765307e+00
4.582158905320903308e-01,-4.079097499105557745e+00,-3.600175038537841488e+00
4.298297735914606288e-01,1.593554875272684512e+01,-5.791377581024335086e-01
3.773869328344146012e-01,1.461750890738358066e+00,8.931915332755124837e-02
3.482480223485283632e-01,7.914874021346520294e+00,3.991684086623166650e+00
3.824160278139160929e-01,6.569350738570250314e+00,-2.270892409234221532e+00
2.997139245625327075e-01,1.421389555655630943e+01,1.348513697092150210e+01
2.907582572740163851e-01,1.316881875277130121e+01,1.390304391451834931e+01
4.310820408973989326e-01,-8.052843719708675962e+00,-8.943258708544306046e-01
3.868279384360987505e-01,1.062493869000707036e+01,-1.209794970698737870e+00
3.982429210196949954e-01,1.577552108050042534e+00,-3.409611113050374342e+00
4.256741051383211571e-01,-5.932302213237221622e+00,-1.874261666849861285e+00
4.795389254930785272e-01,-7.359174101044686722e+00,-2.833675593576529650e+00
4.638591842939103205e-01,-3.409171598157797689e+00,-8.962535029872924497e-01
